Department,Skills
Devops - Dec 2021 1st weekend drive,Operating systems Ansible Updates Administration Automation Workflow Security English Docker Technical C P Installation Aws Migration Reporting Troubleshooting Technical skills Linux Cloud Networking Windows Process
Devops - Dec 2021 1st weekend drive,Ansible Administration Automation Writing Investigate Security Email Docker Technical System Mobile Testing Servers C Technical issues Training Installation Aws Operations Analysis Engineering Python Database Troubleshooting Shell Linux Internal stakeholders Research
Devops - Dec 2021 1st weekend drive,Ansible Automation Writing Telecom English Hardware Docker System Dhcp Health Servers Certification Training Dns Aws Operations Migration Engineering Python Troubleshooting Shell Reports Linux Cloud Networking
Devops - Dec 2021 1st weekend drive,Ansible Administration Policies Payroll Docker Technical Scripting Jira Servers Certification Aws Github Migration Ubuntu Python Troubleshooting Logging Reports Linux Cloud
Devops - Dec 2021 1st weekend drive,Redhat Access Operating systems Mysql Ansible Os Administration Automation Security Data center International English Hardware Docker Cisco Technical Analytical Communication System Health Servers Certification Training Accounting Installation Aws Sql Github Ubuntu Vmware Database Troubleshooting Design Linux Cloud Networking Java Windows Erp Process
Devops - Dec 2021 1st weekend drive,Redhat Operating systems Standard operating procedures Ansible Os Administration Automation Scheduling Vendors System administration Email Hardware Solaris Docker Technical System Jira Servers Installation Aws Requests Github Itil Vmware Troubleshooting Technical skills Linux Process
Devops - Dec 2021 1st weekend drive,Access Ansible Debugging Apis Os Automation Writing Policies Lifecycle Electronics Security Django Telecom Docker Technical Rest Scripting Dhcp System Dns Installation Aws Operations Engineering Python Troubleshooting Shell Cloud Process
Devops - Dec 2021 1st weekend drive,Ansible Apis Electronics Architecture Crm Website Docker Procurement Communication Sap System Testing Xml Saas Sql Visual Migration Ubuntu Analysis Engineering Database Finance Design Linux Cloud Oracle Java Windows Erp
Devops - Dec 2021 1st weekend drive,Redhat Access Operating systems Improvement Ansible Filing Sports Debugging Os Automation Telecom Computer science Presentations Hardware Docker Cisco Technical Sap System Testing Servers Health C Installation Photography Ubuntu Analysis Engineering Python Vmware Software installation Paramiko Troubleshooting Shell Design Linux Click Customer requirements Network configuration Windows Process
Devops - Dec 2021 1st weekend drive,Redhat Access Life cycle Ansible Routing Os Administration Writing Investigate Security Data center Unix English Hardware Docker Technical Fulfillment Communication Dhcp System Testing Servers Certification Training Dns Installation Aws Operations Sql Saltstack Github Metrics Requests Ubuntu Vmware Swift Database Troubleshooting Shell Reports Linux Cloud Openstack Networking Java Windows Process
Devops - Dec 2021 1st weekend drive,Ansible Unix English Sports Aws Docker Administration Automation Ibm Linux Migration Cloud Scripting Green System Process Servers Python
Devops - Dec 2021 1st weekend drive,Mysql Ansible Updates Os Policies Writing Automation Architecture Security Email Flask Docker Technical Scripting Communication System Testing Jira Servers Config Installation Aws Operations Migration Protocols Python Database Troubleshooting Shell Technical skills Linux Cloud Windows
Devops - Dec 2021 1st weekend drive,Access Operating systems Mysql Ansible Administration Policies Writing Automation Lifecycle Sdlc Pr Payroll English Docker Analyze Technical Scripting Budget System Jira Testing Servers Training Dns Installation Aws Strategy Github Itil Metrics Ubuntu Engineering Python Database Design Linux Cloud Networking
Devops - Dec 2021 1st weekend drive,Mysql Ansible Updates Os Policies Writing Automation Architecture Security Email Flask Docker Technical Scripting Communication System Testing Jira Servers Config Installation Aws Operations Migration Protocols Python Database Troubleshooting Shell Technical skills Linux Cloud Windows
Devops - Dec 2021 1st weekend drive,Access Mysql Ansible Debugging Documentation Automation Writing Policies Lifecycle Security Docker Technical Scripting Root cause Sap Sales System Jira Servers Health Inventory Banking Aws Sql Github Requests Analysis Reporting Python Troubleshooting Boto3 Design Reports Linux Cloud Oracle Java Windows Process
Devops - Dec 2021 1st weekend drive,Access Mysql Debugging Os Administration Automation Digital marketing Security Zookeeper Docker Technical Scripting Ai Researching Mobile Jira Servers System Ruby Installation Aws Operations Cms Github Engagement Ubuntu Engineering Software installation Database Marketing Troubleshooting Logging Shell Linux Cloud Information technology Java Windows Process
Devops - Dec 2021 1st weekend drive,Access Operating systems Mysql Ansible Schedule Documentation Automation Writing Workflow Security Coding Website Docker Scripting Agile System Mobile Jira Servers Health Testing Installation Aws Operations Money Github Requests Analysis Database Change management Troubleshooting Shell Linux Cloud Java Windows Process
GCP Bigdata,Tableau R Updates Computer applications Scheduling Automation Writing Workflow Email Kpis Etl Telecom Unix Analytics Presentations Technical Workflows Information technology Communication Scripting Agile Sap System Mobile Testing Jira Health Sql server Training Auditing Ui Aws Program development Queries Billing Sql Github Migration Engagement Excel Warehouse Reporting Pattern Engineering Programming Analysis Python Postgresql Product owner Vmware Database Logging Shell Design Reports Cloud Transactions Networking Oracle Windows Process
GCP Bigdata,Documentation Telecom Etl Sdlc Unix Technical Scripting System Health Testing Banking Queries Sql Warehouse Engineering Reporting Analysis Python Database Troubleshooting Shell Design Cloud Information technology Process
GCP Bigdata,Specifications Access Tableau Schedule Presentation Debugging Os Scheduling Peoplesoft Administration Architecture Security Workflow Api Email Etl Business intelligence Analytics Unix Healthcare Nosql Solaris Technical Analytical Agile Kpi Sap Sales System Mobile Pivot Health Testing Real estate Dns Modeling Installation Operations Aviation Sql Strategy Migration Requests Warehouse Analysis Reporting Python Json Interactive Database Finance Troubleshooting Logging Design Reports Linux Shell Cloud Datasets Technical skills Networking Oracle Windows Process
GCP Bigdata,Mysql Hospital Updates Automation Hadoop Etl Flask Analytics English Docker Scripting Conversion Sql Warehouse Python Json Mining Database Hive Shell Cloud Api Java
GCP Bigdata,Pyspark Scrum Mysql Real-time Debugging Documentation Scheduling Automation Writing Content Hadoop Crm Coding Flask Data analysis Analytics Unix Big data Nosql Docker Technical Analytical Pycharm Scala Scripting Rest Adobe Sales System Testing Numpy Certification Servers Training Xml Pdf Web services Retail Aws Queries Javascript Ibm Sql Twitter Migration Engagement Metrics Soap Programming Jsp Analysis Architectures Reporting Excel Engineering Python Html Json Vmware Database Marketing Hive Spark Design Shell Linux Reports Cloud Click Technical skills Pandas Api Oracle Java Transactions Process
GCP Bigdata,Access Mysql Budgeting Keras Writing Key performance indicators Analytics Benchmark Technical Scala Sales Ai Pivot Pdf C Training Modeling Queries Migration Metrics Reporting Database Api International Forecasting Electronics Scripting Kpi Numpy Certification Tensorflow Programming Salesforce Matplotlib Shell Reports Specifications Pyspark Scheduling Word Architecture Security English Analyze Rest Communication Testing Inventory Plan Recruitment Aws Sql Visual Excel Analysis Python Json Seaborn Cloud Pandas Tableau Schedule Updates Apis Vendors Hadoop Email Kpis Etl Big data Agile System Mobile Xml Sql server Accounting Banking Warehouse Interactive Hive Spark Design Linux Oracle Process
GCP Bigdata,Specifications Schedule Presentation Db2 Vendors Writing Architecture Hadoop Email Etl Data analysis Unix Analytics Payroll Analyze Technical Scripting Communication Scala Adobe System Mobile Testing Pivot Certification Distribution Training Plan Sql server Modeling Facebook Config Queries Sql Requests Migration Audit Programming Excel Analysis Warehouse Python Development activities Database Hive Spark Shell Design Linux Cloud Oracle Windows Process
GCP Bigdata,Presentation Db2 Scheduling Hadoop Computer science Etl Unix Technical Workflows Analytical Rest Scripting Communication Testing Servers Certification Training Banking Modeling Retail Queries Ibm Sql Migration Schedules Programming Excel Engineering Analysis Warehouse Python Hive Spark Shell Reports Design Cloud Api Oracle Process
Devops New - April 2021,Improvement Ansible Mysql Documentation Architecture Security English Docker Technical Process improvements System Inventory Ruby Installation Aws Github Startup Engineering Database Troubleshooting Design Shell Linux Technical skills Cloud Process
Devops New - April 2021,Access Ansible Administration Automation Writing Policies Publishing Security Aws-cli Email Unix English Docker Technical Information technology Communication Scripting System Jira Servers Xml Yaml Installation Aws Operations Requests Github Metrics Analysis Engineering Reporting Shell Design Linux Reports Cloud Daily operations Technical skills Compliance Java Windows Process
Devops New - April 2021,Ansible Ecommerce Updates Administration Automation Writing Publishing Workflow Sdlc Website Docker Technical Scripting System Mobile Testing Servers Jira Yaml Aws Sql Schedules Ubuntu Analysis Reporting Reports Linux Cloud Java Windows Process
Devops New - April 2021,Ansible Sports Automation Security Email Analytics Docker Technical Scripting Communication System Jira Servers Saas Aws Migration Engagement Metrics Governance Ubuntu Analysis Python Database Shell Linux Cloud Networking Compliance Windows
Devops New - April 2021,Access Lan Ansible Routing Os Administration Automation Writing Application support Electronics Architecture Security Workflow Api Email Unix Docker Scripting System Mobile Dhcp Servers Dns Installation Aws Migration Metrics Python Database Troubleshooting Shell Linux Cloud Networking Oracle Process
Devops New - April 2021,Redhat Mysql Ansible Scheduling Policies Administration Security Telecom Email Computer science Docker Technical Scripting System Mobile Testing Installation Aws Migration Engineering Postgresql Shell Linux Cloud Networking
